Scientific Name,Class,Order,Family,Trend,Status,Life Span (years),Length (cm),Weight (kg),Is Social,Is Nocturnal,Diet,Mating Behavior,Incubation Period (days),Baby Carrying,Independent Age (days),Africa,Antarctica,Asia,Europe,Oceania,South America,Central America,North America,Cold,Dry/Desert,Polar/Tundra,Temperate,Tropical
Cicinnurus regius,0,36,paradisaeidae,1,0,17.5,17.5,0.07405612244897963,0,0,2,1,17.0,4.668367346938775,14.0,0,0,1,0,1,0,0,0,0,0,0,0,1
Anodorhynchus leari,0,48,psittacidae,1,1,45.0,72.5,0.945,1,0,2,0,27.0,1.5,90.0,0,0,0,0,0,0,0,0,0,1,0,0,1
Streptopelia decaocto,0,14,columbidae,2,0,16.0,29.5,0.1825,1,0,2,0,14.0,2.0,24.0,1,0,1,1,0,0,0,0,1,0,0,1,1
Casuarius casuarius,0,9,casuariidae,0,1,26.0,148.5,43.5,0,0,2,1,50.0,4.0,270.0,0,0,1,0,1,0,0,0,0,0,0,0,1
Corythornis cristatus,0,15,alcedinidae,1,0,7.0,13.0,0.0155,0,0,1,0,15.0,4.5,38.0,1,0,1,0,0,0,0,0,0,1,0,1,1
Sterna paradisaea,0,10,laridae,0,0,20.0,34.5,0.1065,1,0,1,0,21.5,2.5,24.5,1,1,1,1,1,0,0,0,0,0,0,0,0
Pelecanus erythrorhynchos,0,37,pelecanidae,2,0,26.0,155.0,8.0,1,0,1,0,32.5,2.0,22.5,0,0,0,0,0,0,0,0,1,1,0,0,0
Sternula nereis,0,10,laridae,0,1,17.0,25.0,0.07,1,0,1,0,21.0,1.5,30.0,0,0,0,0,1,0,0,0,0,0,0,1,0
Cardinalis cardinalis,0,36,cardinalidae,1,0,15.0,22.0,0.049,1,0,2,0,12.0,3.0,38.5,0,0,0,0,0,0,0,0,1,1,0,1,1
Cygnus cygnus,0,2,anatidae,1,0,22.5,152.5,9.5,1,0,2,0,35.0,4.5,365.0,0,0,1,1,0,0,0,0,1,0,1,1,0
Phalacrocorax auritus,0,56,phalacrocoracidae,2,0,14.0,80.0,1.5,1,0,1,0,26.5,4.0,70.0,0,0,0,1,0,0,0,0,1,1,0,1,1
Grus canadensis,0,26,gruidae,2,0,21.0,75.15384615384616,4.0,1,0,0,0,30.5,2.0,285.0,0,0,1,1,0,0,0,0,1,1,1,1,0
Ceryle rudis,0,15,alcedinidae,1,0,4.0,27.0,0.085,1,0,1,0,18.0,4.5,21.0,1,0,1,0,0,0,0,0,0,1,0,1,1
Passerina ciris,0,36,cardinalidae,0,0,12.0,13.0,0.016,1,0,0,0,11.5,3.5,35.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ara chloropterus,0,48,psittacidae,0,0,45.0,82.5,1.379,1,0,2,0,28.0,2.5,105.0,0,0,0,0,0,0,0,0,0,0,0,0,1
Coragyps atratus,0,0,cathartidae,2,0,17.5,65.0,1.5,1,0,1,0,41.5,2.0,240.0,0,0,0,0,0,0,0,0,0,1,0,1,1
Bubulcus ibis,0,37,ardeidae,2,0,23.0,51.0,0.391,1,0,3,0,24.0,3.5,45.5,1,1,1,1,1,0,0,0,0,1,0,1,1
Ara militaris,0,48,psittacidae,0,1,55.0,70.0,0.4505,1,0,2,0,29.0,2.5,84.0,0,0,0,0,0,0,0,0,0,1,0,1,1
Ptilonorhynchus violaceus,0,36,ptilonorhynchidae,1,0,25.0,32.5,0.23,1,0,2,1,21.0,2.0,19.0,0,0,0,0,1,0,0,0,0,1,0,1,1
Bubo virginianus,0,54,strigidae,1,0,24.0,53.5,1.416,0,1,1,0,32.5,6.0,52.5,0,0,0,0,0,0,0,0,1,1,1,1,1
Sialia mexicana,0,36,turdidae,2,0,4.0,17.5,0.027000000000000003,1,0,3,0,15.0,5.0,17.5,0,0,0,0,0,0,0,0,1,1,0,1,0
Eudyptes (chrysocome),0,52,spheniscidae,1,1,10.0,82.5,2.5,1,0,1,0,33.0,2.0,68.5,1,1,0,0,1,0,0,0,1,0,0,1,0
Megaceryle maxima,0,15,alcedinidae,0,0,10.0,45.0,0.34,0,0,1,0,26.0,4.0,37.0,1,0,0,0,0,0,0,0,0,1,0,1,1
Icteria virens,0,36,icteridae,1,0,8.0,18.0,0.027000000000000003,0,0,0,0,11.5,4.0,9.5,0,0,0,0,0,0,0,0,1,1,0,1,1
Necrosyrtes monachus,0,0,accipitridae,0,1,25.0,67.0,1.5,1,0,4,0,51.0,1.0,210.0,1,0,0,0,0,0,0,0,0,1,0,1,1
Caracara cheriway,0,23,falconidae,2,0,24.0,53.5,0.4005,0,0,0,0,30.0,2.5,165.0,0,1,0,0,0,0,0,0,0,1,0,1,1
Pelecanus conspicillatus,0,37,pelecanidae,1,0,20.0,100.0,5.5,1,0,1,0,34.5,2.0,120.0,0,0,1,0,1,0,0,0,0,1,0,1,1
Amazona amazonica,0,48,psittacidae,0,0,60.0,32.0,0.385,1,0,2,0,21.0,3.5,60.0,0,0,0,0,0,0,0,0,0,0,0,0,1
Butorides virescens,0,37,ardeidae,0,0,8.0,45.5,0.1925,0,0,1,0,23.0,3.0,32.5,1,1,1,1,1,0,0,0,0,1,0,1,1
Cygnus buccinator,0,2,anatidae,2,0,28.5,151.5,10.0,1,0,2,0,34.5,5.0,365.0,0,0,0,0,0,0,0,0,1,1,1,1,0
Phalacrocorax carbo,0,56,phalacrocoracidae,2,0,23.0,86.0,3.15,1,0,1,0,29.0,4.0,100.0,1,0,1,1,1,0,0,0,1,1,0,1,1
Antigone vipio,0,26,gruidae,0,1,45.0,118.5,5.0,1,0,0,0,30.0,2.0,72.5,0,0,1,0,0,0,0,0,1,1,0,1,0
Spheniscus mendiculus,0,52,spheniscidae,0,1,17.5,82.5,3.0,1,0,1,0,39.0,1.5,135.0,0,0,0,0,0,0,0,0,0,0,0,0,1
Anhinga anhinga,0,56,anhingidae,0,0,12.0,85.0,1.0,0,0,1,0,27.5,3.5,42.0,0,0,0,0,0,0,0,0,0,1,0,1,1
Branta canadensis,0,2,anatidae,2,0,19.0,92.5,4.0,1,0,2,0,28.0,5.5,365.0,0,0,1,1,1,0,0,0,1,0,1,1,0
Calyptorhynchus latirostris,0,48,cacatuidae,0,1,45.0,55.5,0.655,1,0,2,0,28.0,1.5,137.5441176470588,0,0,0,0,1,0,0,0,0,0,0,1,0
Gymnogyps californianus,0,0,cathartidae,2,1,50.0,124.5,10.5,1,0,0,0,57.5,1.0,180.0,0,0,0,0,0,0,0,0,0,1,0,1,0
Cereopsis novaehollandiae,0,2,anatidae,1,0,17.0,87.5,5.0,1,0,2,0,35.5,4.5,73.0,0,0,0,0,1,0,0,0,0,0,0,1,0
Harpia harpyja,0,0,accipitridae,0,0,30.0,96.5,6.5,1,0,1,0,56.0,2.0,420.0,0,0,0,0,0,0,0,0,0,0,0,0,1
Pelecanus crispus,0,37,pelecanidae,0,1,42.0,171.5,11.0,1,0,1,0,31.0,3.0,75.0,1,0,1,1,0,0,0,0,1,1,0,1,0
Egretta caerulea,0,37,ardeidae,0,0,14.0,68.5,0.354,1,0,1,0,23.0,4.0,45.5,1,0,0,1,0,0,0,0,0,0,0,1,1
Pithecophaga jefferyi,0,0,accipitridae,0,1,45.0,94.0,6.0,0,0,1,0,63.0,1.0,600.0,0,0,1,0,0,0,0,0,0,0,0,0,1
Otis tarda,0,35,otididae,0,1,28.0,102.5,10.5,1,0,0,1,27.5,2.5,300.0,1,0,1,1,0,0,0,0,1,1,0,1,0
Phoenicoparrus jamesi,0,40,phoenicopteridae,1,0,25.0,93.78195870269317,2.0,1,0,2,0,29.0,1.0,90.0,0,0,0,0,0,0,0,0,0,1,1,0,0
Malurus splendens,0,36,maluridae,1,0,5.5,14.0,0.009000000000000001,1,0,0,1,14.5,3.0,11.5,0,0,0,0,1,0,0,0,0,0,0,0,1
Larosterna inca,0,10,laridae,0,0,17.0,40.5,0.195,1,0,1,0,24.5,2.0,60.0,0,0,0,0,0,0,0,0,0,0,0,1,1
Hymenolaimus malacorhynchos,0,2,anatidae,0,1,9.0,52.5,0.835,1,0,0,0,34.0,5.5,75.0,0,0,0,0,1,0,0,0,0,0,0,1,0
Pygoscelis papua,0,52,spheniscidae,1,0,17.5,82.5,6.0,1,0,1,0,35.0,2.0,90.0,1,1,0,0,1,0,0,0,0,0,1,0,0
Amazona auropalliata,0,48,psittacidae,0,1,50.0,36.0,0.58,1,0,2,0,27.0,3.5,70.0,0,0,0,0,0,0,0,0,0,0,0,0,1
Asarcornis scutulata,0,2,anatidae,0,1,12.5,73.5,3.0,1,0,0,0,33.0,16.0,98.0,0,0,1,0,0,0,0,0,0,0,0,0,1
Nycticorax nycticorax,0,37,ardeidae,0,0,25.0,60.5,0.8,1,1,1,0,21.5,4.0,45.5,1,1,1,1,1,0,0,0,1,1,0,1,1
Poecile atricapillus,0,36,paridae,2,0,7.0,13.5,0.0115,1,0,0,0,12.5,7.0,38.5,0,0,0,0,0,0,0,0,1,0,1,0,0
Todiramphus chloris,0,15,alcedinidae,0,0,11.0,25.5,0.0705,0,0,1,0,18.0,5.0,28.0,1,0,1,0,1,0,0,0,0,1,0,0,1
Phalacrocorax harrisi,0,56,phalacrocoracidae,1,1,13.0,94.5,3.5,1,0,1,0,35.0,2.5,180.0,0,0,0,0,0,0,0,0,0,1,0,0,0
Erythrura gouldiae,0,36,estrildidae,1,0,7.0,13.25,0.013999999999999999,1,0,2,0,13.0,6.0,40.0,0,0,0,0,1,0,0,0,0,0,0,0,1
Eudyptes chrysolophus,0,52,spheniscidae,0,1,17.5,82.5,4.5,1,0,1,0,34.0,2.0,70.0,1,1,0,0,0,0,0,0,1,0,0,1,0
Struthio camelus,0,55,struthionidae,0,0,45.0,93.78195870269317,104.0,1,0,2,1,42.0,6.5,540.0,1,0,0,0,1,0,0,0,0,1,0,1,1
Regulus regulus,0,36,regulidae,0,0,5.0,8.5,0.0055,1,0,3,0,16.0,10.5,19.5,1,0,1,1,0,0,0,0,1,0,0,1,0
Grus americana,0,26,gruidae,2,1,31.0,75.15384615384616,6.5,1,0,0,0,29.5,2.0,85.0,0,0,0,0,0,0,0,0,1,0,0,0,0
Egretta novaehollandiae,0,37,ardeidae,1,0,17.5,62.0,0.525,0,0,1,0,24.5,3.0,40.0,0,0,1,0,1,0,0,0,0,1,0,1,1
Grus carunculata,0,26,gruidae,0,1,25.0,120.0,7.5,1,0,0,0,34.5,1.5,105.0,1,0,0,0,0,0,0,0,0,0,0,1,1
Fulica americana,0,26,rallidae,0,0,15.5,38.5,0.6375,1,0,0,0,23.0,9.0,60.0,0,0,0,1,0,0,0,0,1,1,0,1,1
Cacatua goffiniana,0,48,cacatuidae,0,0,37.5,31.0,0.275,1,0,0,0,28.0,2.5,66.5,0,0,1,0,0,0,0,0,0,0,0,0,1
Egretta tricolor,0,37,ardeidae,1,0,17.0,66.0,0.3745,0,0,1,0,21.0,3.5,35.0,0,0,0,1,0,0,0,0,0,0,0,0,1
Chen caerulescens,0,2,anatidae,2,0,20.0,69.28048780487805,2.0,1,0,2,0,24.0,4.0,47.0,0,0,1,1,1,0,0,0,1,1,1,1,1
Buteo regalis,0,0,accipitridae,2,0,20.0,58.0,1.505,0,0,1,0,35.0,4.0,45.0,0,0,0,0,0,0,0,0,1,1,0,1,0
Branta sandvicensis,0,2,anatidae,2,1,22.0,61.0,2.0,1,0,2,0,30.0,3.5,365.0,0,0,0,0,0,0,0,0,0,0,0,0,1
Grus rubicunda,0,26,gruidae,0,0,33.0,75.15384615384616,5.5,0,0,0,0,29.0,2.0,525.0,0,0,1,0,1,0,0,0,0,1,0,1,1
Chordeiles minor,0,7,caprimulgidae,0,0,4.5,23.5,0.0765,0,0,0,0,19.0,2.0,47.5,1,0,0,1,0,0,0,0,1,1,0,1,1
Ptilinopus jambu,0,14,columbidae,0,0,8.0,25.0,0.042,1,0,2,0,17.5,1.0,63.0,0,0,1,0,0,0,0,0,0,0,0,0,1
Calamospiza melanocorys,0,36,emberizidae,0,0,4.0,16.0,0.0405,1,0,3,0,10.5,4.5,8.5,0,0,0,0,0,0,0,0,1,1,0,0,0
Burhinus grallarius,0,10,burhinidae,0,0,25.0,34.78378378378378,0.6475,1,1,1,0,28.0,2.0,180.0,0,0,1,0,1,0,0,0,0,1,0,1,1
Spheniscus magellanicus,0,52,spheniscidae,0,0,25.0,82.5,4.0,1,0,1,0,40.5,2.5,65.0,0,0,0,0,0,0,0,0,0,0,1,1,0
Cygnus melancoryphus,0,2,anatidae,1,0,25.0,113.0,4.5,1,0,2,0,35.0,5.0,330.0,0,1,0,0,0,0,0,0,0,1,0,1,0
Cathartes aura,0,0,cathartidae,1,0,16.0,71.5,1.0,1,0,0,0,35.0,2.0,85.0,0,1,0,0,0,0,0,0,1,1,1,1,1
Aptenodytes patagonicus,0,52,spheniscidae,2,0,17.5,82.5,13.5,1,0,1,0,55.0,1.0,450.0,1,1,0,0,0,0,0,0,1,0,1,0,0
Bubo bubo,0,54,strigidae,0,0,40.0,65.5,2.5,0,1,1,0,33.5,2.5,83.69047619047619,0,0,1,1,0,0,0,0,1,0,1,1,0
Plectrophenax nivalis,0,36,calcariidae,0,0,8.0,15.0,0.035,1,0,0,0,13.0,5.0,13.5,1,0,1,1,0,0,0,0,1,1,1,1,0
Botaurus lentiginosus,0,37,ardeidae,0,0,8.0,71.5,0.1855,0,0,1,1,26.0,4.5,28.0,0,0,0,1,0,0,0,0,1,1,0,1,0
Eudyptes sclateri,0,52,spheniscidae,0,1,17.5,82.5,4.0,1,0,1,0,35.0,2.0,75.0,0,0,0,0,1,0,0,0,1,0,0,1,0
Cygnus columbianus,0,2,anatidae,1,0,25.0,132.5,6.0,1,0,2,0,32.0,4.0,730.0,1,0,1,1,0,0,0,0,1,0,1,1,0
Amazona leucocephala,0,48,psittacidae,0,0,55.0,30.5,0.2805,1,0,2,0,27.0,3.0,58.0,0,0,0,0,0,0,0,0,0,0,0,0,1
Pygoscelis adeliae,0,52,spheniscidae,2,0,15.0,82.5,4.5,1,0,1,0,36.0,2.0,56.0,0,1,0,0,0,0,0,0,0,0,1,0,0
Loxia curvirostra,0,36,fringillidae,1,0,8.0,15.0,0.0365,1,0,2,0,14.0,3.5,50.0,1,0,1,1,0,0,0,0,1,1,0,1,0
Aquila audax,0,0,accipitridae,2,0,30.0,93.5,3.5,1,0,0,0,45.0,2.0,180.0,0,0,1,0,1,0,0,0,0,0,0,1,1
Spheniscus humboldti,0,52,spheniscidae,1,1,22.5,82.5,3.5,1,0,1,0,40.0,1.5,80.0,0,0,0,0,0,0,0,0,0,0,0,1,1
Megadyptes antipodes,0,52,spheniscidae,0,1,22.0,82.5,6.5,1,0,1,0,45.0,2.0,98.0,0,0,0,0,1,0,0,0,0,0,0,1,0
Dolichonyx oryzivorus,0,36,icteridae,0,0,6.5,18.0,0.0425,1,0,0,1,11.5,5.0,16.0,0,0,0,1,0,0,0,0,1,1,0,1,1
Ciconia episcopus,0,12,ciconiidae,0,1,20.0,107.5,1.0,0,1,1,0,30.5,3.0,150.0,0,0,1,0,0,0,0,0,0,1,1,1,1
Pelecanus occidentalis,0,37,pelecanidae,2,0,29.0,121.5,3.5,1,0,1,0,29.0,2.5,69.5,0,0,0,0,0,0,0,0,0,0,0,0,1
Nyctanassa violacea,0,37,ardeidae,1,0,6.0,62.5,0.725,1,1,1,0,23.0,3.0,25.0,0,0,0,0,0,0,0,0,0,0,0,1,1
Sterna hirundo,0,10,laridae,1,0,19.0,33.0,0.1255,1,0,1,0,23.0,2.5,25.0,1,1,1,1,1,0,0,0,1,1,0,1,1
Callipepla gambelii,0,24,odontophoridae,1,0,1.5,28.0,0.175,1,0,2,0,22.0,12.0,80.78571428571429,0,0,0,0,0,0,0,0,0,1,0,0,0
Xanthocephalus xanthocephalus,0,36,icteridae,2,0,10.5,23.5,0.07200000000000001,1,0,3,1,12.0,4.0,10.5,0,0,0,1,0,0,0,0,1,1,0,1,0
Coccyzus americanus,0,17,cuculidae,0,0,5.0,28.0,0.06,0,0,0,0,10.0,3.0,21.0,1,0,0,1,1,0,0,0,0,0,0,1,1
Lophophorus impejanus,0,24,phasianidae,0,0,11.0,70.0,2.265,1,0,0,0,27.0,4.0,180.0,0,0,1,0,0,0,0,0,0,0,0,1,0
Thalassarche melanophris,0,47,diomedeidae,0,0,51.0,87.5,3.0,0,0,1,0,71.0,1.0,120.0,1,1,0,1,1,0,0,0,1,0,0,1,0
Eudyptes robustus,0,52,spheniscidae,1,1,17.5,82.5,3.0,1,0,1,0,34.0,2.0,77.0,0,0,0,0,1,0,0,0,0,0,0,1,0
Onychoprion fuscatus,0,10,laridae,1,0,32.0,34.5,0.195,1,1,1,0,29.0,1.0,60.0,1,1,1,0,1,0,0,0,0,0,0,1,1
Buceros bicornis,0,6,bucerotidae,0,1,40.0,112.5,3.0,1,0,2,0,39.0,1.5,84.0,0,0,1,0,0,0,0,0,0,0,0,0,1
Eudyptes schlegeli,0,52,spheniscidae,1,0,17.5,82.5,5.5,1,0,1,0,32.5,2.0,65.0,0,0,0,0,1,0,0,0,1,0,0,0,0
Amaurornis flavirostra,0,26,rallidae,1,0,26.6875,21.0,0.0935,0,0,0,0,16.0,3.0,38.5,1,0,0,1,0,0,0,0,0,1,0,1,1
Stephanoaetus coronatus,0,0,accipitridae,0,0,14.0,89.5,3.0,1,0,1,0,49.0,1.5,420.0,1,0,0,0,0,0,0,0,0,0,0,0,1
Haliaeetus vocifer,0,0,accipitridae,1,0,26.0,69.0,2.5,1,0,1,0,43.5,2.0,150.0,1,0,0,0,0,0,0,0,0,0,0,1,1
Pygoscelis antarcticus,0,52,spheniscidae,0,0,17.5,82.5,4.5,1,1,1,0,37.0,2.0,56.0,0,1,0,0,0,0,0,0,1,0,1,0,0
Falco peregrinus,0,23,falconidae,1,0,22.0,46.0,0.1655,0,0,1,0,31.0,4.0,60.0,1,0,1,1,1,0,0,0,1,1,1,1,1
Anas platyrhynchos,0,2,anatidae,2,0,11.5,57.5,0.5,1,0,0,0,27.0,11.0,51.0,1,1,1,1,1,0,0,0,1,1,1,1,0
Eudyptes pachyrhynchus,0,52,spheniscidae,0,1,17.5,82.5,4.5,0,1,1,0,33.0,2.0,75.0,0,0,0,0,1,0,0,0,0,0,0,1,0
Phoebastria irrorata,0,47,diomedeidae,0,1,42.5,85.0,3.0,1,1,1,0,60.0,1.0,166.0,0,0,0,0,0,0,0,0,1,1,0,1,1
Certhia americana,0,36,certhiidae,1,0,4.0,13.0,0.0075,0,0,0,0,15.0,5.0,31.0,0,0,0,0,0,0,0,0,1,1,1,1,1
Calyptomena viridis,0,36,eurylaimidae,0,0,12.5,20.59642857142857,0.057999999999999996,1,0,2,0,13.994565217391305,2.5,22.5,0,0,1,0,0,0,0,0,0,0,0,0,1
Haliaeetus albicilla,0,0,accipitridae,2,0,34.5,80.0,5.0,1,0,0,0,40.0,2.0,120.0,0,0,1,1,0,0,0,0,1,0,1,1,0
Milvus migrans,0,0,accipitridae,1,0,26.0,57.5,0.785,1,0,0,0,32.0,2.5,141.27777777777777,1,0,1,1,1,0,0,0,0,0,0,1,1
Sternula antillarum,0,10,laridae,0,0,17.5,23.0,0.0455,1,0,1,0,21.0,2.0,90.0,0,0,0,0,0,0,0,0,0,0,0,1,1
Thalasseus maximus,0,10,laridae,1,0,17.0,47.5,0.4,1,0,1,0,28.0,1.0,195.0,1,0,0,0,0,0,0,0,0,0,0,1,1
Polemaetus bellicosus,0,0,accipitridae,0,1,19.5,87.0,4.5,0,0,1,0,49.0,1.0,360.0,1,0,0,0,0,0,0,0,0,0,0,0,1
Columbina inca,0,14,columbidae,2,0,4.5,19.5,0.044000000000000004,1,0,2,0,13.0,2.0,14.0,0,0,0,0,0,0,0,0,0,1,0,1,1
Bubo scandiacus,0,54,strigidae,0,1,19.0,61.5,2.0,0,0,1,0,35.0,7.0,73.5,0,0,1,1,0,0,0,0,0,0,1,1,0
Spinus pinus,0,36,fringillidae,1,0,3.0,12.5,0.015,0,0,0,0,13.0,3.5,15.0,0,0,0,0,0,0,0,0,1,1,1,1,1
Haliaeetus leucogaster,0,0,accipitridae,0,0,30.0,78.0,2.5,1,0,0,0,42.0,2.0,180.0,0,0,1,0,1,0,0,0,0,0,0,1,1
Numenius americanus,0,10,scolopacidae,0,0,10.0,57.5,0.72,0,0,1,0,28.5,4.0,56.0,0,0,0,0,0,0,0,0,1,1,0,1,1
Recurvirostra americana,0,10,recurvirostridae,1,0,12.0,45.0,0.3125,1,0,0,0,23.0,3.5,31.5,0,0,0,0,0,0,0,0,0,1,0,1,1
Phoebastria immutabilis,0,47,diomedeidae,1,0,31.5,81.0,2.5,1,1,1,0,65.0,1.0,165.0,0,0,1,0,1,0,0,0,1,1,0,1,1
Agelaius phoeniceus,0,36,icteridae,0,0,9.0,20.0,0.0545,1,0,0,1,12.0,5.0,49.0,0,0,0,0,0,0,0,0,1,1,1,1,1
Ixobrychus exilis,0,37,ardeidae,1,0,10.0,32.0,0.0765,0,0,1,0,19.5,3.5,25.0,1,0,0,1,0,0,0,0,0,1,0,1,1
Carduelis carduelis,0,36,fringillidae,0,0,10.0,12.5,0.0165,1,0,2,0,13.994565217391305,5.0,23.5,1,0,1,1,0,0,0,0,0,0,0,1,1
Anser cygnoides,0,2,anatidae,0,1,10.0,87.5,2.5,1,0,2,0,28.0,6.5,73.5,0,0,1,0,0,0,0,0,0,0,0,1,0
Sterna dougallii,0,10,laridae,1,0,16.5,34.5,0.115,1,0,1,0,23.5,1.5,90.0,1,0,1,1,1,0,0,0,0,0,0,1,1
Bubo africanus,0,54,strigidae,1,0,15.0,45.0,0.6805,0,1,1,0,32.0,3.0,84.0,1,0,1,0,0,0,0,0,0,1,0,0,1
Haliastur indus,0,0,accipitridae,0,0,30.0,48.0,0.495,1,0,0,0,26.5,2.0,105.0,0,0,1,0,1,0,0,0,0,0,0,0,1
Anas superciliosa,0,2,anatidae,1,0,2.0,57.5,2.245963414634146,1,1,0,0,28.0,10.0,53.0,0,0,1,0,1,0,0,0,0,0,0,0,1
Phoebastria albatrus,0,47,diomedeidae,2,1,32.5,89.0,6.0,1,1,1,0,65.0,1.0,150.0,0,0,1,0,1,0,0,0,1,0,0,1,0
Falco cherrug,0,23,falconidae,0,1,17.5,51.0,0.3655,0,0,1,0,34.0,4.5,87.5,1,0,1,1,0,0,0,0,0,0,0,1,1
Falco tinnunculus,0,23,falconidae,0,0,16.5,35.5,0.225,0,0,1,0,28.0,5.0,74.3,1,0,1,1,0,0,0,0,1,0,0,1,1
Chen canagica,0,2,anatidae,0,0,9.0,77.5,2.5,1,0,2,0,24.5,4.5,55.0,0,0,1,0,0,0,0,0,0,0,1,0,0
Corvus brachyrhynchos,0,36,corvidae,2,0,7.5,46.5,0.46799999999999997,1,0,1,0,18.0,4.5,35.0,0,0,0,0,0,0,0,0,1,1,0,1,0
Threskiornis molucca,0,37,threskiornithidae,1,0,28.0,70.0,1.5,1,0,1,0,22.0,2.5,48.0,0,0,1,0,1,0,0,0,0,0,0,1,1
Luscinia megarhynchos,0,36,muscicapidae,1,0,4.5,15.5,0.0205,0,0,0,0,13.5,4.5,33.5,1,0,1,1,0,0,0,0,0,0,0,1,1
Molothrus ater,0,36,icteridae,0,0,16.0,19.0,0.044000000000000004,1,0,2,0,11.0,40.0,27.0,0,0,0,1,0,0,0,0,1,1,0,1,1
Mellisuga helenae,0,3,trochilidae,0,0,8.5,5.5,0.0015,0,0,2,1,21.5,2.0,28.0,0,0,0,0,0,0,0,0,0,0,0,0,1
Chlidonias niger,0,10,laridae,0,0,17.0,25.5,0.067,1,0,1,0,21.0,2.5,23.0,1,0,1,1,0,0,0,0,1,1,0,1,1
Colinus virginianus,0,24,odontophoridae,0,0,3.5,26.0,0.151,1,0,2,0,24.5,13.0,14.0,0,0,1,1,0,0,0,0,1,1,0,1,1
Centrocercus minimus,0,24,phasianidae,0,1,5.0,41.5,0.496,1,0,0,1,26.0,7.0,77.0,0,0,0,0,0,0,0,0,0,1,0,1,0
Falco rusticolus,0,23,falconidae,1,0,20.0,56.5,0.4035,0,0,1,0,35.0,3.0,105.0,0,0,1,1,0,0,0,0,1,0,1,0,0
Podargus strigoides,0,7,podargidae,1,0,12.0,43.5,0.425,1,1,1,0,30.0,2.0,30.0,0,0,0,0,1,0,0,0,0,0,0,1,1
Egretta garzetta,0,37,ardeidae,2,0,21.48,60.0,0.45,1,0,1,0,23.0,4.0,42.5,1,0,1,1,1,0,0,0,0,0,0,1,1
Gallus gallus,0,24,phasianidae,0,0,20.0,58.5,0.243,1,0,0,1,21.0,5.0,84.0,0,0,1,0,0,0,0,0,0,0,0,0,1
Acridotheres tristis,0,36,sturnidae,2,0,8.0,23.0,0.1235,1,0,0,0,17.5,5.0,42.0,1,0,1,0,1,0,0,0,0,0,0,1,1
Limosa lapponica,0,10,scolopacidae,0,0,30.0,39.0,0.41,1,0,1,0,21.0,3.0,30.0,1,0,1,1,1,0,0,0,1,0,1,1,1
Malurus cyaneus,0,36,maluridae,1,0,5.5,20.59642857142857,0.0105,1,0,0,1,14.0,3.5,40.0,0,0,0,0,1,0,0,0,0,0,0,1,1
Tachybaptus ruficollis,0,44,podicipedidae,0,0,12.5,26.0,0.183,0,0,0,0,22.5,5.5,64.16666666666667,1,0,1,1,1,0,0,0,0,0,0,1,1
Centrocercus urophasianus,0,24,phasianidae,0,0,10.0,64.0,2.0,1,0,2,1,26.0,8.0,77.0,0,0,0,0,0,0,0,0,1,1,0,1,0
Coracias benghalensis,0,15,coraciidae,2,0,17.0,26.5,0.09,0,0,1,1,18.0,4.0,30.0,0,0,1,0,0,0,0,0,0,0,0,0,1
Gymnorhina tibicen,0,36,artamidae,2,0,27.5,40.0,0.285,1,0,0,0,20.0,3.5,6.0,0,0,1,0,1,0,0,0,0,0,0,1,1
Chrysolophus pictus,0,24,phasianidae,0,0,12.5,88.0,0.625,0,0,2,0,22.5,8.5,80.78571428571429,0,0,1,0,0,0,0,0,0,0,0,1,0
Taeniopygia guttata,0,36,estrildidae,1,0,8.5,10.5,0.0225,1,0,2,0,17.5,5.0,43.0,0,0,1,0,1,0,0,0,0,0,0,0,1
Milvus milvus,0,0,accipitridae,0,0,25.0,65.0,0.4005,1,0,0,0,34.5,3.0,82.5,1,0,1,1,0,0,0,0,0,0,0,1,0
Oreoica gutturalis,0,36,oreoicidae,0,0,10.525773195876289,21.0,0.063,0,0,0,0,16.0,2.5,12.0,0,0,0,0,1,0,0,0,0,1,0,1,0
Phalacrocorax pelagicus,0,56,phalacrocoracidae,0,0,18.0,76.5,1.956,0,0,1,0,30.0,4.0,50.0,0,0,1,0,0,0,0,0,1,0,1,1,0
Podiceps cristatus,0,44,podicipedidae,1,0,12.5,48.5,0.5,0,0,0,0,28.0,2.0,94.5,1,0,1,1,1,0,0,0,0,0,0,1,1
Falco biarmicus,0,23,falconidae,2,0,16.0,46.5,0.7,1,0,1,0,28.0,3.5,90.0,1,0,1,1,0,0,0,0,0,1,0,1,1
Opisthocomus hoazin,0,34,opisthocomidae,0,0,22.5,63.5,0.8,1,0,2,0,32.0,2.5,60.0,0,0,0,0,0,0,0,0,0,0,0,0,1
Pavo cristatus,0,24,phasianidae,1,0,19.0,105.0,4.0,1,0,0,1,28.0,6.0,56.0,0,0,1,0,0,0,0,0,0,0,0,0,1
Anser anser,0,2,anatidae,2,0,25.0,82.5,3.0,1,0,2,0,28.0,5.0,59.5,1,0,1,1,1,0,0,0,0,0,0,1,1
Grallina cyanoleuca,0,36,monarchidae,2,0,10.0,27.5,0.091,1,0,1,0,13.994565217391305,4.0,56.0,0,0,1,0,1,0,0,0,0,0,0,1,1
Fregata magnificens,0,56,fregatidae,2,0,20.0,101.5,1.0,1,0,1,0,55.0,1.0,330.0,0,0,0,0,0,0,0,0,0,0,0,0,1
