Scientific Name,Class,Order,Family,Trend,Status,Life Span (years),Length (cm),Weight (kg),Is Social,Is Nocturnal,Diet,Mating Behavior,Incubation Period (days),Baby Carrying,Independent Age (days),Africa,Antarctica,Asia,Europe,Oceania,South America,Central America,North America,Cold,Dry/Desert,Polar/Tundra,Temperate,Tropical
Crotalus cerastes,2,53,viperidae,1,0,12.5,61.5,7.013792857142858,0,1,1,1,135.0,11.5,8.5,0,0,0,0,0,0,0,0,0,1,0,0,0
Heloderma suspectum,2,53,helodermatidae,0,0,25.0,95.32765957446809,0.525,0,1,0,1,270.0,7.0,9.714285714285714,0,0,0,0,0,0,0,0,0,1,0,1,0
Sistrurus miliarius,2,53,viperidae,1,0,16.0,50.0,7.013792857142858,0,0,0,0,120.0,7.0,8.5,0,0,0,0,0,0,0,0,0,0,0,1,0
Dispholidus typus,2,53,colubridae,1,0,8.0,130.0,0.3425,0,0,1,1,90.0,30.0,9.714285714285714,1,0,0,0,0,0,0,0,0,0,0,0,1
Morelia spilota,2,53,pythonidae,0,0,20.0,300.0,15.0,0,1,1,1,40.0,30.0,9.714285714285714,0,0,1,0,1,0,0,0,0,0,0,1,1
Trioceros jacksonii ,2,53,chamaeleonidae,1,0,10.0,26.5,1.0,0,0,0,1,165.0,19.0,9.714285714285714,1,0,0,0,0,0,0,0,0,0,0,0,1
Laticauda colubrina,2,53,elapidae,1,0,15.404929577464788,43.8,0.3005,1,1,1,1,105.11304347826086,10.0,9.714285714285714,0,0,1,0,1,0,0,0,0,0,0,0,1
Heterodon nasicus,2,53,colubridae,1,0,14.5,44.5,7.013792857142858,0,0,1,1,60.0,13.5,9.714285714285714,0,0,0,0,0,0,0,0,0,1,0,1,0
Lampropeltis triangulum,2,53,colubridae,1,0,16.5,96.0,0.1315,0,1,1,1,60.0,13.5,9.714285714285714,0,0,0,0,0,0,0,0,0,0,0,1,1
Malayopython reticulatus,2,53,pythonidae,1,0,26.0,350.0,38.0,0,1,1,1,88.0,47.5,9.714285714285714,0,0,1,0,0,0,0,0,0,0,0,0,1
Gekko gecko,2,53,gekkonidae,1,0,15.0,27.5,0.275,0,1,0,1,120.0,1.5,9.714285714285714,0,0,1,0,1,0,0,0,0,0,0,0,1
Boiga irregularis,2,53,colubridae,1,0,12.5,95.32765957446809,7.013792857142858,0,1,1,1,90.0,8.0,9.714285714285714,0,0,1,0,1,0,0,0,0,0,0,0,1
Crotalus molossus,2,53,viperidae,1,0,17.5,91.5,7.013792857142858,0,1,1,0,105.11304347826086,8.0,1.5,0,0,0,0,0,0,0,0,0,1,0,1,1
Agkistrodon contortrix ,2,53,viperidae,1,0,22.0,72.5,0.1585,1,1,1,1,180.0,5.5,9.714285714285714,0,0,0,0,0,0,0,0,0,0,0,1,0
Crotalus oreganus,2,53,viperidae,1,0,17.5,100.0,7.013792857142858,0,1,1,1,105.11304347826086,13.0,9.714285714285714,0,0,0,0,0,0,0,0,0,0,0,1,0
Crotalus horridus,2,53,viperidae,0,0,33.5,121.5,0.2505,0,1,1,1,135.0,10.5,8.5,0,0,0,0,0,0,0,0,0,0,0,1,0
Drymarchon couperi,2,53,colubridae,0,0,21.0,150.0,2.0,0,0,1,1,90.0,12.0,9.714285714285714,0,0,0,0,0,0,0,0,0,0,0,1,0
Heloderma horridum,2,53,helodermatidae,0,0,22.0,74.0,0.8,0,1,1,1,195.0,16.0,9.714285714285714,0,0,0,0,0,0,0,0,0,0,0,1,1
Crotalus adamanteus,2,53,viperidae,0,0,17.5,100.0,2.5,0,0,1,1,195.0,14.0,15.0,0,0,0,0,0,0,0,0,0,0,0,1,0
Lampropeltis elapsoides,2,53,colubridae,1,0,22.0,45.0,7.013792857142858,0,1,1,1,52.5,7.0,9.714285714285714,0,0,0,0,0,0,0,0,0,0,0,1,0
Pantherophis spiloides,2,53,colubridae,1,0,25.0,141.0,7.013792857142858,0,1,1,1,105.11304347826086,16.0,9.714285714285714,0,0,0,0,0,0,0,0,0,0,0,1,0
Zamenis longissimus,2,53,colubridae,1,0,27.5,135.0,7.013792857142858,0,0,1,1,56.0,10.0,9.714285714285714,0,0,1,1,0,0,0,0,0,0,0,1,0
Zootoca vivipara,2,53,lacertidae,1,0,5.5,12.0,7.013792857142858,0,0,0,1,90.0,6.5,9.714285714285714,0,0,1,1,0,0,0,0,0,0,0,1,0
Lampropholis guichenoti,2,53,scincidae,1,0,2.5,9.0,7.013792857142858,0,1,0,1,105.11304347826086,6.0,9.714285714285714,0,0,0,0,1,0,0,0,0,0,0,1,1
Pseudemys alabamensis,2,57,emydidae,1,1,56.554054054054056,22.5,31.174407407407404,0,0,2,1,76.5,6.5,196.80432558196833,0,0,0,0,0,0,0,0,0,0,0,1,0
Natrix natrix,2,53,colubridae,1,0,20.0,95.32765957446809,0.24,0,0,1,1,70.0,24.0,9.714285714285714,1,0,1,1,0,0,0,0,1,0,0,1,0
Micrurus fulvius,2,53,elapidae,1,0,7.0,95.32765957446809,7.013792857142858,0,0,1,1,65.0,7.5,9.714285714285714,0,0,0,0,0,0,0,0,0,0,0,1,0
Emydoidea blandingii,2,57,emydidae,0,1,75.0,20.5,31.174407407407404,0,0,4,1,104.0,11.0,196.80432558196833,0,0,0,0,0,0,0,0,0,0,0,1,0
Pantherophis alleghaniensis,2,53,colubridae,1,0,34.0,135.0,7.013792857142858,0,1,1,1,60.0,16.0,9.714285714285714,0,0,0,0,0,0,0,0,0,0,0,1,0
Heterodon platirhinos,2,53,colubridae,1,0,12.0,71.0,7.013792857142858,0,0,1,1,60.0,24.0,9.714285714285714,0,0,0,0,0,0,0,0,0,0,0,1,0
Masticophis flagellum,2,53,colubridae,1,0,16.5,155.0,0.4275,0,0,1,1,290.5,13.0,9.714285714285714,0,0,0,0,0,0,0,0,0,1,0,1,1
Pituophis catenifer,2,53,colubridae,1,0,22.5,152.0,7.013792857142858,0,0,1,1,70.0,13.0,9.714285714285714,0,0,0,0,0,0,0,0,0,1,0,1,1
Anguis fragilis,2,53,anguidae,1,0,42.0,50.0,0.06,0,1,1,1,120.0,11.5,9.714285714285714,0,0,1,1,0,0,0,0,0,0,0,1,0
Sistrurus catenatus,2,53,viperidae,1,0,18.0,67.5,0.35,0,0,1,1,90.0,12.5,9.714285714285714,0,0,0,0,0,0,0,0,0,1,0,1,1
Storeria dekayi,2,53,colubridae,1,0,7.0,39.5,7.013792857142858,0,1,0,1,105.11304347826086,17.0,17.0,0,0,0,0,0,0,0,0,0,0,0,1,1
Lachesis muta,2,53,viperidae,1,1,18.0,250.0,4.0,0,0,1,1,69.5,12.0,9.714285714285714,0,0,0,0,0,0,0,0,0,0,0,0,1
Cyclura lewisi,2,53,iguanidae,2,1,30.0,100.0,14.0,0,0,2,1,77.5,11.0,9.714285714285714,1,1,1,1,1,1,1,1,0,0,0,0,1
Pituophis melanoleucus,2,53,colubridae,0,0,7.5,125.0,2.5,0,0,1,1,71.5,13.5,9.714285714285714,0,0,0,0,0,0,0,0,0,0,0,1,0
Naja philippinensis,2,53,elapidae,0,0,20.0,100.0,7.013792857142858,0,1,1,1,80.0,15.0,9.714285714285714,0,0,1,0,0,0,0,0,0,0,0,0,1
Sceloporus olivaceus,2,53,phrynosomatidae,1,0,7.0,23.5,7.013792857142858,0,0,0,1,60.0,10.5,9.714285714285714,0,0,0,0,0,0,0,0,0,0,0,1,1
Farancia abacura,2,53,colubridae,1,0,19.0,100.0,7.013792857142858,0,1,1,1,105.11304347826086,57.5,9.714285714285714,0,0,0,0,0,0,0,0,0,0,0,1,0
Phelsuma laticauda,2,53,gekkonidae,1,0,10.0,18.5,7.013792857142858,1,0,0,1,42.5,10.0,9.714285714285714,1,0,0,0,0,0,0,0,0,0,0,0,1
Trimeresurus stejnegeri,2,53,viperidae,1,0,15.404929577464788,75.0,7.013792857142858,0,1,1,1,105.11304347826086,15.201342281879194,9.714285714285714,0,0,1,0,0,0,0,0,0,0,0,0,1
Simalia amethistina,2,53,pythonidae,1,0,20.0,300.0,10.0,0,1,1,1,105.11304347826086,13.0,9.714285714285714,0,0,0,0,1,0,0,0,0,0,0,0,1
Ctenosaura similis,2,53,iguanidae,1,0,4.0,50.0,7.013792857142858,1,0,2,1,90.0,30.0,9.714285714285714,0,0,0,0,0,0,0,0,0,0,0,0,1
Pseudopus apodus,2,53,anguidae,1,0,50.0,135.0,7.013792857142858,0,0,1,1,50.0,8.0,9.714285714285714,0,0,1,1,0,0,0,0,0,0,0,1,1
Eryx jayakari,2,53,boidae,1,0,25.0,38.0,7.013792857142858,0,1,1,1,66.0,5.5,9.714285714285714,0,0,1,0,0,0,0,0,0,1,0,0,1
Varanus salvadorii ,2,53,varanidae,1,0,16.0,150.0,20.0,0,0,0,1,195.0,8.0,9.714285714285714,0,0,0,0,1,0,0,0,0,0,0,0,1
Eryx johnii ,2,53,boidae,1,0,17.0,61.0,7.013792857142858,0,0,1,1,105.11304347826086,14.0,9.714285714285714,0,0,1,0,0,0,0,0,0,0,0,0,1
Dipsosaurus dorsalis,2,53,iguanidae,1,0,10.5,61.0,0.069,0,0,2,1,105.11304347826086,5.5,9.714285714285714,0,0,0,0,0,0,0,0,0,1,0,0,1
Oxybelis fulgidus,2,53,colubridae,1,0,12.0,150.0,7.013792857142858,0,0,1,1,100.0,8.0,9.714285714285714,0,0,0,0,0,0,0,0,0,0,0,0,1
Carettochelys insculpta,2,57,carettochelyidae,0,1,27.5,70.0,31.174407407407404,1,1,0,1,86.0,16.5,196.80432558196833,0,0,0,0,1,0,0,0,0,0,0,0,1
Dendroaspis viridis,2,53,elapidae,1,0,18.0,150.0,7.013792857142858,0,1,1,1,77.0,14.0,9.714285714285714,1,0,0,0,0,0,0,0,0,0,0,0,1
Varanus varius,2,53,varanidae,1,0,20.0,200.0,14.0,0,0,0,1,195.0,10.0,9.714285714285714,0,0,0,0,1,0,0,0,0,0,0,1,1
Trimeresurus albolabris,2,53,viperidae,1,0,10.0,70.5,7.013792857142858,0,1,1,1,143.0,15.0,9.714285714285714,0,0,1,0,0,0,0,0,0,0,0,0,1
Regina septemvittata,2,53,colubridae,1,0,19.0,61.0,7.013792857142858,0,0,1,1,105.0,12.5,9.714285714285714,0,0,0,0,0,0,0,0,0,0,0,1,0
Trachemys scripta,2,57,emydidae,1,0,35.0,19.5,0.003,1,0,0,1,75.0,13.0,196.80432558196833,0,0,0,0,0,0,0,0,0,0,0,1,0
Lampropeltis holbrooki,2,53,colubridae,1,0,20.0,120.0,7.013792857142858,0,1,1,1,105.11304347826086,14.5,9.714285714285714,0,0,0,0,0,0,0,0,0,0,0,1,0
Plestiodon skiltonianus,2,53,scincidae,1,0,10.0,15.5,7.013792857142858,0,0,0,1,105.11304347826086,4.0,9.714285714285714,0,0,0,0,0,0,0,0,0,0,0,1,0
Crotaphytus collaris,2,53,crotaphytidae,1,0,6.5,29.0,7.013792857142858,0,0,0,1,75.0,7.0,9.714285714285714,0,0,0,0,0,0,0,0,0,0,0,1,1
Phrynosoma platyrhinos,2,53,phrynosomatidae,1,0,6.5,9.5,7.013792857142858,0,1,0,1,55.0,9.0,9.714285714285714,0,0,0,0,0,0,0,0,0,1,0,1,1
Bothrops atrox,2,53,viperidae,1,0,8.0,100.0,7.013792857142858,0,1,1,1,105.0,70.0,9.714285714285714,0,0,0,0,0,0,0,0,0,0,0,0,1
Lacerta agilis,2,53,lacertidae,0,0,6.5,16.5,0.0125,0,0,0,1,52.5,10.0,9.714285714285714,0,0,1,1,0,0,0,0,0,0,0,1,0
Boa imperator,2,53,boidae,1,0,30.0,95.32765957446809,6.0,0,1,1,1,110.0,37.5,9.714285714285714,0,0,0,0,0,0,0,0,0,0,0,0,1
Terrapene carolina,2,57,emydidae,0,1,138.0,13.0,31.174407407407404,1,0,4,1,75.0,6.0,196.80432558196833,0,0,0,0,0,0,0,0,0,0,0,1,1
Thamnophis marcianus,2,53,colubridae,1,0,8.5,76.5,0.0765,0,0,1,1,92.5,20.5,9.714285714285714,0,0,0,0,0,0,0,0,0,0,0,1,1
Sternotherus odoratus,2,57,kinosternidae,1,0,50.0,9.5,0.603,0,1,0,1,125.0,5.5,196.80432558196833,0,0,0,0,0,0,0,0,0,0,0,1,0
Lampropeltis calligaster,2,53,colubridae,1,0,19.0,89.0,7.013792857142858,0,1,1,1,63.0,11.5,9.714285714285714,0,0,0,0,0,0,0,0,0,0,0,1,0
Tetracheilostoma carlae,2,53,leptotyphlopidae,1,1,15.404929577464788,10.0,7.013792857142858,0,1,1,1,105.11304347826086,1.0,9.714285714285714,0,0,0,0,0,0,0,0,0,0,0,0,1
Clemmys guttata,2,57,emydidae,0,1,38.0,7.5,31.174407407407404,0,0,0,1,77.0,5.0,196.80432558196833,0,0,0,0,0,0,0,0,0,0,0,1,0
Nerodia taxispilota,2,53,colubridae,1,0,6.0,114.0,7.013792857142858,0,0,1,1,105.11304347826086,35.0,9.714285714285714,0,0,0,0,0,0,0,0,0,0,0,1,0
Lampropeltis zonata,2,53,colubridae,0,0,15.0,86.5,7.013792857142858,0,0,1,1,68.5,6.0,9.714285714285714,0,0,0,0,0,0,0,0,0,0,0,1,0
Plestiodon laticeps,2,53,scincidae,1,0,6.0,24.0,7.013792857142858,0,0,0,1,105.11304347826086,15.0,9.714285714285714,0,0,0,0,0,0,0,0,0,0,0,1,0
Crotalus durissus,2,53,viperidae,1,0,15.0,100.0,7.013792857142858,0,0,1,1,105.11304347826086,9.0,9.714285714285714,0,0,0,0,0,0,0,0,0,0,0,0,1
Nerodia fasciata,2,53,colubridae,1,0,7.5,84.0,0.18,0,1,1,1,79.0,29.5,9.714285714285714,0,0,0,0,0,0,0,0,0,0,0,1,0
Elgaria coerulea,2,53,anguidae,1,0,6.5,27.0,7.013792857142858,1,0,0,1,105.11304347826086,8.0,9.714285714285714,0,0,0,0,0,0,0,0,0,0,0,1,0
Podarcis muralis,2,53,lacertidae,1,0,8.5,20.0,7.013792857142858,0,0,0,1,59.5,6.5,9.714285714285714,0,0,1,1,0,0,0,0,0,0,0,1,0
Bothrops jararaca,2,53,viperidae,1,0,15.0,160.0,7.013792857142858,0,1,1,1,270.0,12.0,9.714285714285714,0,0,0,0,0,0,0,0,0,0,0,0,1
Coronella austriaca,2,53,colubridae,0,0,30.0,67.5,7.013792857142858,0,0,1,1,105.11304347826086,9.5,9.714285714285714,0,0,1,1,0,0,0,0,0,0,0,1,0
Podarcis siculus ,2,53,lacertidae,2,0,15.404929577464788,9.0,7.013792857142858,0,0,1,1,42.0,6.5,9.714285714285714,0,0,0,1,0,0,0,0,0,0,0,1,0
Thamnophis elegans,2,53,colubridae,1,0,7.0,75.0,0.15,0,0,1,1,105.11304347826086,10.0,9.714285714285714,0,0,0,0,0,0,0,0,0,0,0,1,0
Glyptemys muhlenbergii,2,57,emydidae,1,1,35.0,9.5,0.11,1,0,0,1,61.0,3.5,196.80432558196833,0,0,0,0,0,0,0,0,0,0,0,1,0
Graptemys geographica,2,57,emydidae,1,0,17.5,18.5,0.076,0,0,1,1,60.0,13.0,196.80432558196833,0,0,0,0,0,0,0,0,0,0,0,1,0
Protobothrops flavoviridis,2,53,viperidae,0,0,15.404929577464788,180.0,7.013792857142858,0,1,1,1,38.5,9.5,9.714285714285714,0,0,1,0,0,0,0,0,0,0,0,0,1
Eolophus roseicapilla,0,48,cacatuidae,2,0,40.0,35.0,0.31,1,0,2,0,28.0,3.5,49.0,0,0,0,0,1,0,0,0,0,1,0,1,1
Turdus merula,0,36,turdidae,2,0,11.5,26.0,0.1025,1,0,0,0,13.0,3.5,31.5,1,0,1,1,1,0,0,0,1,1,0,1,0
Alopochen aegyptiacus,0,2,anatidae,0,0,20.0,68.0,2.5,1,0,2,0,29.0,8.0,120.0,1,0,1,1,0,0,0,0,0,1,0,1,1
Grus antigone,0,26,gruidae,0,1,35.0,75.15384615384616,6.5,1,0,0,0,32.5,2.0,92.5,0,0,1,0,1,0,0,0,0,0,0,1,1
Cyanopsitta spixii,0,48,psittacidae,1,1,33.0,56.0,0.303,1,0,2,0,26.5,4.5,150.0,0,0,0,0,0,0,0,0,0,1,0,0,1
Spilopelia chinensis,0,14,columbidae,2,0,8.0,30.0,0.16,1,0,2,0,15.0,1.5,14.0,1,0,1,0,1,0,0,0,0,0,0,1,1
Gyps fulvus,0,0,accipitridae,2,0,41.0,107.5,8.5,0,0,0,0,56.0,1.0,120.0,1,0,1,1,0,0,0,0,1,1,0,1,0
Corvus splendens,0,36,corvidae,1,0,6.0,43.0,0.3,1,0,0,0,16.0,4.0,24.5,1,0,1,1,0,0,0,0,0,0,0,1,1
Ara macao,0,48,psittacidae,0,0,45.0,81.0,1.0,1,0,2,0,24.5,3.0,547.5,0,0,0,0,0,0,0,0,0,0,0,0,1
Aptenodytes forsteri,0,52,spheniscidae,1,0,20.0,82.5,33.5,1,1,1,0,63.0,1.0,150.0,0,1,0,0,0,0,0,0,0,0,1,0,0
Leucogeranus leucogeranus,0,26,gruidae,0,1,22.5,121.0,6.0,1,0,0,0,29.0,2.0,72.5,0,0,1,0,0,0,0,0,1,0,1,0,0
Grus paradisea,0,26,gruidae,1,1,25.0,75.15384615384616,4.5,1,0,0,0,31.5,2.0,120.0,1,0,0,0,0,0,0,0,0,1,0,1,0
Haliaeetus leucocephalus,0,0,accipitridae,2,0,32.0,86.0,4.5,0,0,1,0,35.0,2.0,135.0,0,0,1,1,0,0,0,0,1,1,1,1,0
Cacatua alba,0,48,cacatuidae,0,1,35.0,46.0,0.6,1,0,2,0,30.0,2.5,105.0,0,0,1,0,0,0,0,0,0,0,0,0,1
Ardea cinerea,0,37,ardeidae,1,0,17.5,84.04166666666667,1.5,0,0,1,0,25.5,5.5,50.0,1,0,1,1,1,0,0,0,1,0,0,1,1
Eudyptula minor,0,52,spheniscidae,1,0,15.0,82.5,2.0,1,1,1,0,35.5,1.5,67.5,0,0,0,0,1,0,0,0,0,0,0,1,0
Cygnus atratus,0,2,anatidae,1,0,40.0,126.0,6.0,1,0,2,0,41.5,5.5,270.0,0,0,0,0,1,0,0,0,0,1,0,1,1
Cacatua sulphurea,0,48,cacatuidae,0,1,48.0,33.0,0.344,1,0,2,0,28.0,2.0,75.0,0,0,1,0,0,0,0,0,0,0,0,1,1
Pinguinus impennis,0,10,alcidae,1,1,22.5,34.78378378378378,6.5,1,0,1,0,41.5,1.0,17.5,0,0,0,1,0,0,0,0,1,0,1,0,0
Anodorhynchus hyacinthinus,0,48,psittacidae,0,1,50.0,100.0,1.0,1,0,2,0,30.0,1.5,180.0,0,0,0,0,0,0,0,0,0,0,0,0,1
Corvus albus,0,36,corvidae,1,0,13.0,49.0,0.52,1,0,0,0,18.5,4.5,40.0,1,0,1,0,0,0,0,0,0,1,0,1,1
Ara ararauna,0,48,psittacidae,0,0,55.0,48.333333333333336,0.4505,1,0,2,0,26.0,2.5,90.0,0,0,0,0,0,0,0,0,0,0,0,0,1
Alcedo atthis,0,15,alcedinidae,1,0,14.0,16.5,0.0375,0,0,1,0,20.0,6.5,23.5,1,0,1,1,1,0,0,0,1,1,0,1,1
Phoenicopterus ruber,0,40,phoenicopteridae,2,0,45.0,93.78195870269317,1.8008,1,0,1,0,29.0,1.0,72.5,0,0,0,0,0,0,0,0,0,0,0,0,1
Nymphicus hollandicus,0,48,cacatuidae,1,0,23.0,32.5,0.09,1,0,2,0,21.0,5.5,31.5,0,0,0,0,1,0,0,0,0,0,0,0,0
Aquila chrysaetos,0,0,accipitridae,1,0,39.0,84.0,4.0,0,0,1,0,43.0,2.5,141.0,1,0,1,1,0,0,0,0,1,1,0,1,0
Lophochroa leadbeateri,0,48,cacatuidae,1,0,70.0,37.5,0.375,1,0,2,0,26.5,3.5,105.0,0,0,0,0,1,0,0,0,0,1,0,0,0
Callocephalon fimbriatum,0,48,cacatuidae,2,0,50.0,34.5,0.305,1,0,2,0,27.0,2.0,91.0,0,0,0,0,1,0,0,0,0,0,0,1,0
Sialia sialis,0,36,turdidae,2,0,8.0,18.5,0.0305,1,0,0,0,13.0,4.0,60.0,0,0,0,0,0,0,0,0,1,1,0,1,1
Paroaria coronata,0,36,thraupidae,1,0,15.0,19.0,0.0325,1,0,0,0,13.994565217391305,3.5,28.706521739130434,0,0,0,0,0,0,0,0,0,0,0,1,1
Ardea alba,0,37,ardeidae,1,0,18.5,92.0,0.3505,1,0,1,0,23.5,3.5,45.5,1,1,1,1,1,0,0,0,1,1,0,1,1
Grus japonensis,0,26,gruidae,0,1,50.0,125.5,7.0,1,0,0,0,31.5,2.0,70.0,0,0,1,0,0,0,0,0,1,0,0,1,0
Sialia currucoides,0,36,turdidae,2,0,7.5,17.5,0.0305,1,0,3,0,13.5,6.0,59.5,0,0,0,0,0,0,0,0,1,1,1,1,0
Balearica regulorum,0,26,gruidae,0,1,23.5,190.0,3.5,1,0,0,0,55.0,2.5,78.0,1,0,0,0,0,0,0,0,0,1,0,1,1
Gyps africanus,0,0,accipitridae,0,1,19.0,88.0,5.5,1,0,0,0,56.0,1.0,120.0,1,0,0,0,0,0,0,0,0,1,0,1,1
Dromaius novaehollandiae,0,9,casuariidae,1,0,12.5,152.5,39.0,0,0,0,1,56.0,10.0,345.0,0,0,0,0,1,0,0,0,0,1,0,1,1
Buteo jamaicensis,0,0,accipitridae,2,0,20.0,55.0,0.3455,0,0,1,0,30.0,3.0,44.0,0,0,0,0,1,0,0,0,1,0,0,1,1
Phoenicoparrus andinus,0,40,phoenicopteridae,1,1,50.0,93.78195870269317,0.004,1,0,0,0,29.0,1.0,240.0,0,0,0,0,0,0,0,0,0,1,1,1,0
Geopelia cuneata,0,14,columbidae,1,0,10.0,21.5,0.045,1,0,2,1,13.5,2.0,14.0,0,0,0,0,1,0,0,0,0,1,0,1,1
Probosciger aterrimus,0,48,cacatuidae,0,0,50.0,57.5,0.4555,1,0,2,0,31.5,1.0,149.0,0,0,1,0,1,0,0,0,0,0,0,0,1
Diomedea exulans,0,47,diomedeidae,0,1,34.5,121.0,8.5,1,1,1,0,78.0,1.0,270.0,1,1,1,1,1,0,0,0,1,0,0,1,0
Gallicolumba luzonica,0,14,columbidae,0,0,20.0,30.0,0.184,1,0,0,0,16.0,2.0,75.0,0,0,1,0,0,0,0,0,0,0,0,0,1
Aix galericulata,0,2,anatidae,0,0,7.5,45.0,0.5605,1,0,0,0,29.0,10.5,42.5,0,0,1,1,0,0,0,0,1,0,0,1,0
Buteo buteo,0,0,accipitridae,1,0,25.0,49.0,0.214,1,0,1,0,35.5,3.0,105.0,1,0,1,1,0,0,0,0,1,1,0,1,1
Merops orientalis,0,15,meropidae,2,0,15.0,17.0,0.0175,1,0,3,0,20.0,6.0,26.5,0,0,1,1,0,0,0,0,0,1,0,1,1
Cacatua galerita,0,48,cacatuidae,0,0,70.0,49.5,0.8,1,0,2,0,28.5,2.5,70.0,0,0,1,0,1,0,0,0,0,1,0,1,1
Amazona ochrocephala,0,48,psittacidae,0,0,70.0,35.5,0.483,1,0,2,0,25.5,3.0,60.0,0,0,0,0,0,0,0,0,0,0,0,0,1
Phoenicopterus roseus,0,40,phoenicopteridae,2,0,50.0,93.78195870269317,3.0,1,0,0,0,29.0,1.5,77.5,1,0,1,1,1,0,0,0,0,1,0,1,1
Ceyx azureus,0,15,alcedinidae,0,0,10.0,18.0,0.035,0,0,1,0,21.0,6.0,30.0,0,0,1,0,1,0,0,0,0,0,0,0,0
Megaceryle alcyon,0,15,alcedinidae,1,0,10.0,31.5,0.1455,0,0,1,0,23.0,6.5,31.0,0,0,0,0,1,0,0,0,1,1,0,1,1
Cicinnurus respublica,0,36,paradisaeidae,0,0,17.5,21.0,0.0595,0,0,0,0,13.994565217391305,4.668367346938775,28.706521739130434,0,0,1,0,0,0,0,0,0,0,0,0,1
Ardea herodias,0,37,ardeidae,2,0,19.0,114.0,2.0,1,0,1,0,28.0,5.0,63.0,1,0,0,1,1,0,0,0,1,1,0,1,0
Aix sponsa,0,2,anatidae,2,0,9.0,50.5,0.6579999999999999,1,0,0,0,30.0,10.5,63.0,0,0,0,1,0,0,0,0,1,0,0,1,0
Gyps himalayensis,0,0,accipitridae,1,0,27.5,112.5,10.0,1,0,0,0,50.0,1.0,195.0,0,0,1,0,0,0,0,0,1,1,1,0,0
Cygnus olor,0,2,anatidae,2,0,29.5,150.0,9.5,1,0,2,0,37.0,8.5,365.0,0,0,1,1,0,0,0,0,1,0,0,1,0
Columba livia,0,14,columbidae,0,0,20.5,33.0,0.309,1,0,2,0,17.5,2.0,28.0,1,0,1,1,1,0,0,0,1,1,0,1,0
Zenaida macroura,0,14,columbidae,2,0,10.0,29.0,0.133,1,0,2,0,14.5,2.0,30.0,0,0,0,1,0,0,0,0,1,1,0,1,0
Torgos tracheliotos,0,0,accipitridae,0,1,40.0,105.0,6.5,0,0,0,0,52.5,1.0,130.0,1,0,1,0,0,0,0,0,0,1,0,1,1
Pelecanus onocrotalus,0,37,pelecanidae,1,0,51.0,160.0,10.0,1,0,1,0,31.0,2.0,80.0,1,0,1,1,0,0,0,0,0,1,0,1,1
Ardeotis kori,0,35,otididae,0,0,27.0,115.0,11.0,0,0,0,1,23.5,1.5,365.0,1,0,0,0,0,0,0,0,0,1,0,1,1
Dumetella carolinensis,0,36,mimidae,1,0,10.0,22.0,0.0395,1,0,0,0,13.0,3.0,12.0,0,0,0,1,1,0,0,0,1,0,0,1,1
Phoeniconaias minor,0,40,phoenicopteridae,0,0,50.0,93.78195870269317,1.5,1,0,2,0,28.0,1.0,84.0,1,0,1,1,0,0,0,0,0,1,0,1,1
Amazona oratrix,0,48,psittacidae,0,1,80.0,40.5,0.5501911764705881,1,0,2,0,27.0,2.5,70.0,0,0,0,0,0,0,0,0,0,0,0,0,1
Gyps rueppelli,0,0,accipitridae,0,1,45.0,94.0,7.5,1,0,0,0,55.0,1.0,150.0,1,0,0,0,0,0,0,0,0,1,0,1,1
Phoenicopterus chilensis,0,40,phoenicopteridae,0,0,45.0,93.78195870269317,2.5,1,0,1,0,28.5,1.0,67.5,0,0,0,0,0,0,0,0,0,1,1,1,0
Gygis alba,0,10,laridae,1,0,17.0,30.5,0.1155,1,0,1,0,36.0,1.0,48.0,1,1,1,0,1,0,0,0,0,0,0,0,1
Calyptorhynchus banksii,0,48,cacatuidae,0,0,37.5,60.0,0.7675,1,0,2,0,29.0,1.5,90.0,0,0,0,0,1,0,0,0,0,1,0,1,1
Neophron percnopterus,0,0,accipitridae,0,1,33.5,64.0,1.5,0,0,0,0,42.0,2.0,120.0,1,0,1,1,0,0,0,0,0,1,0,1,0
Grus virgo,0,26,gruidae,2,0,45.0,92.5,2.5,1,0,0,0,28.0,2.0,60.0,0,0,1,0,0,0,0,0,1,1,0,1,1
Amazona autumnalis,0,48,psittacidae,0,0,77.5,33.5,0.3995,1,0,2,0,26.0,3.5,60.0,0,0,0,0,0,0,0,0,0,0,0,0,1
Ciconia ciconia,0,12,ciconiidae,2,0,27.5,107.5,3.0,1,0,1,0,33.5,3.5,63.0,1,0,1,1,0,0,0,0,1,1,0,1,1
Paradisaea apoda,0,36,paradisaeidae,0,0,17.5,39.0,0.07405612244897963,0,0,0,1,13.994565217391305,7.0,28.706521739130434,0,0,1,0,1,0,0,0,0,0,0,0,1
Spheniscus demersus,0,52,spheniscidae,0,1,12.5,82.5,3.5,1,0,1,0,40.0,2.0,120.0,1,0,0,0,0,0,0,0,0,0,0,1,0
Sarcoramphus papa,0,0,cathartidae,0,0,32.5,74.0,3.0,1,0,0,0,56.5,1.0,240.0,0,0,0,0,0,0,0,0,0,1,0,0,1
Balearica pavonina,0,26,gruidae,0,1,23.5,75.15384615384616,3.0,1,0,0,0,29.5,2.5,80.0,1,0,0,0,0,0,0,0,0,0,0,0,1
